"ticker","industryAdjustedScore","governancePillarScore","environmentalPillarScore","socialPillarScore"
"DAL US",0.0516649053503932,0.0310230193703635,0.444840467471715,-0.247460136597273
"DD US",0.20332915848694,0.0181938609762531,-0.159419943901421,0.538104345109249
"DE US",-0.196390571061779,0.414611289697692,0.572169323489381,-0.875463730893046
"DFS US",0.955033065385592,0.0251105560297634,-0.489739526790194,0.96369974592855
"DG US",0.845906336685802,0.23858211984514,-0.909276041466891,0.747503973573163
"DGX US",0.714825114944234,0.795406895827323,0.626920796768976,0.593103292889783
"DHI US",0.880694383545442,0.65987562320144,0.394817452807319,0.42657994672668
"DHR US",0.930823537494706,0.43893476929908,0.785248504686191,0.869730163999423
"DIS US",-0.0642862061488595,-0.131056858501163,0.0477651422282695,-0.128603297557775
"DISCA US",-0.725567070872774,-0.667768585736765,0.597334308923784,0.187825852474653
"DISCK US",-0.468210941427542,-0.601451311212664,0.613170556564961,0.154666414199467
"DISH US",NA,NA,NA,NA
"DLPH US",-0.0456788440755236,-0.686543933764122,-0.255980001743069,0.399565428385615
"DLR US",-0.777253777928141,-0.7423262569669,NA,-0.777253777928141
"DLTR US",0.574508337517686,0.217565026467071,0.601776348951799,0.174180408315855
"DNB US",0.261521567218796,0.0313334845710545,-0.331004882117814,0.0134703806782527
"DNR US",NA,NA,NA,NA
"DO US",0.238095238095238,-0.358807867833823,-0.238095238095238,-0.238095238095238
"DOV US",0.863920232514218,0.526563549160858,0.766134698412718,0.68630277916547
"DOW US",0.186930527978423,-0.105728485915114,0.1011071179581,-0.0201741566180607
"DPS US",-0.933493739264394,-0.307769520186182,-0.771224530263453,-0.155283997650461
"DPZ US",NA,0.576930113851209,NA,0.576930113851209
"DRE US",NA,NA,NA,NA
"DRI US",-0.440123758383146,0.167196165015465,-0.881991549721228,0.178946336954568
"DTE US",0.894989230938269,-0.201194478138341,0.831679971700114,0.602149244922328
"DTV US",NA,NA,NA,NA
"DUK US",0.889021071501269,0.539828283947234,0.857887905008306,0.631787877941574
"DVA US",0.608516948506472,0.748818294739293,0.759403710936537,0.233874106363747
"DVN US",0.5387714351222,0.380346172584186,0.339446181721308,-0.0883135897964357
"DXC US",NA,1,NA,NA
"DXCM US",-0.983956653904004,-0.983956653904004,NA,0.983956653904004
"EA US",0.571319043337745,-0.352530059407392,0.822074768813098,0.266480259869754
"EBAY US",0.372418410088898,-0.125803675381955,0.131887070314692,0.397273324099148
"ECL US",0.419632671804541,0.070355846757698,0.789345636653556,0.225094817879829
"ED US",0.34027311704489,-0.493101321961658,0.707609644787274,0.653825891917001
"EFX US",0.781830507306281,0.549395010255262,0.694811962613141,0.693628237741545
"EIX US",0.63623313792151,-0.409519640248867,0.678158808134269,0.075302685964703
"EL US",0.913399822248276,0.823361001261094,-0.064016324596229,0.64525055945692
"ELV US",0.678551143743977,-0.678551143743977,NA,-0.678551143743977
"EMC US",-0.5,-0.970725343394151,-0.5,-0.5
"EMN US",0.691176628322628,-0.260055115948429,0.751770990648485,-0.612946536114809
"EMR US",0.680116450018125,0.138340328718318,0.541816446960211,0.824378978847903
"ENPH US",NA,0.165670112906432,-0.349616087379991,0.349616087379991
"EOG US",0.249665217457205,0.323686895287622,0.173874625743792,0.468799335822407
"EPAM US",0.431209339243859,0.862636993222283,-0.431209339243859,0.431209339243859
"EQIX US",-0.256615679293964,-0.751552004489568,0.133660083729062,0.256615679293964
"EQR US",0.718449627592627,0.574663681249175,0.801014033651743,-0.451715984357644
"EQT US",-0.749414831424768,-0.321958364472644,-0.252543684348833,-0.335398630622983
"ESRX US",0.470668763445481,-0.781712911596148,-0.473792978631111,0.63572073958082
"ESS US",-0.0903060457080807,0.590834455939968,-0.824099883855981,0.793165772225702
"ESV US",0.401723801503858,0.593973783879828,0.251646555011808,0.718231999841701
"ETFC US",-0.906988409639332,0.509018973852565,-0.906988409639332,-0.964850189890358
"ETN US",-0.0543906695806127,-0.177956926470602,-0.6992438894046,0.254490380268333
"ETR US",0.590233319053035,0.316591178681178,0.479249418849617,-0.278466627359018
"EW US",-0.525044564252577,0.0371450979594519,-0.543859159220895,-0.312987377838415
"EXC US",-0.5597272686878,0.140395091818315,-0.132869511481787,-0.198876474397259
"EXPD US",0.807552771234621,0.532169342349258,0.436611227348833,0.804826513286285
"EXPE US",0.457672538145062,0.348555430179683,0.00392737812941583,0.617051042876867
"EXR US",NA,-0.540368861722955,NA,NA
"F US",0.422659451980335,-0.676307603551396,0.856328460964611,0.523285853265701
"FANG US",NA,-1,NA,NA
"FAST US",0.822326476543827,0.273522149518873,-0.0593865620702843,-0.0972553838973252
"FB US",0.259026494320583,-0.311525179183741,0.712460290041832,0.344016919033314
"FBHS US",NA,-0.972015169653113,-0.920504983548221,NA
"FCX US",0.777481105871987,0.743159906670501,0.37898728246547,-0.233231188564188
"FDO US",-1,1,-1,-1
"FDS US",NA,0.4835315593967,NA,NA
"FDX US",-0.650719057523726,-0.145037589799586,0.558808221747564,0.759914633074875
"FE US",0.735494948808842,0.727882603173247,0.503641117731001,0.557660420142123
"FFIV US",0.523144909699875,-0.222086749963651,0.542512230128968,-0.0273194811368974
"FIS US",0.469167001796797,0.335824205603698,0.677724194156075,0.72263913782965
"FISV US",0.408909084767344,-0.255494048121988,0.100091374410795,-0.0742290241195552
"FITB US",0.921194398019621,0.376886699033567,0.829181913188628,0.817519673375532
"FLIR US",0.923088252673793,0.502784516762056,0.919063674024284,0.737923785572135
"FLR US",0.329145122021144,0.539067191184287,0.264522036795186,-0.0362560504847209
"FLS US",-0.500824609305301,-0.567686353023533,0.538710862239623,-0.387054992502025
"FMC US",0.849174854055646,-0.203564819803895,0.905234542378226,0.734637721905104
"FOSL US",-0.607418793206745,0.932350825518822,0.139566967430898,-0.768018018018018
"FOXA US",-0.751974351891331,0.471940791002381,0.457886846563842,0.535142060498411
"FRC US",NA,NA,NA,NA
"FSLR US",-0.800984455555766,-0.915673630978015,-0.38380084266821,-0.40932761342199
"FTI US",0.781735959970571,0.820046103914207,-0.781735959970571,0.781735959970572
"FTNT US",NA,-0.97655882884156,NA,-0.97655882884156
"FTR US",0.842402572418374,-0.799275252975104,0.458333333333333,0.220329713931346
"FTV US",NA,0.866025403784439,-0.866025403784439,NA
"GAS US",-0.36208242007831,-0.418929070510975,0.36208242007831,0.36208242007831
"GD US",0.722680450852989,0.710589696258143,0.492907582583952,0.625517775220018
"GE US",0.0568880123988574,-0.469200259842119,-0.739618371893433,-0.703706975451885
"GHC US",NA,NA,NA,NA
"GILD US",-0.440430348201738,-0.00651057204105414,-0.556117423849844,-0.740883385838341
"GIS US",0.546361277294237,-0.318170500571615,0.276866725628349,0.694693205047321
"GLW US",-0.738037271723465,-0.408939879009346,0.143281646284298,-0.0161260225438246
"GM US",0.00733975843417571,-0.106281769179662,-0.363288673162049,0.1117480069878
"GME US",0.269332806472903,-0.97521089411941,-0.269332806472903,0.269332806472903
"GNRC US",-0.719245400968693,-0.719245400968693,-0.719245400968693,-0.719245400968693
"GNW US",1,0.999108866598588,0.998777754686862,-0.99243368701167
"GOOG US",0.102280410295521,-0.901578660672921,0.228493609826091,0.466139989254985
"GOOGL US",0.114089369153027,-0.598759562408833,0.0692124428331649,0.359930456857646
"GPC US",0.675508466772794,-0.00399095002044144,-0.0828165195138126,0.819946913124558
"GPN US",NA,-0.484880289662377,NA,-0.241355396012739
"GPS US",-0.156512543576335,0.430315952502039,-0.173797257317976,0.188323316776737
"GRMN US",-0.049890523256699,-0.864085702958509,-0.965329183501909,0.43242949548275
"GS US",0.81925203912724,0.676212041082331,0.526853161501586,-0.283318554314923
"GT US",-0.510211240092742,-0.71790405058922,-0.28558605214724,0.431495550382913
"GWW US",0.726135452770745,-0.0911150322064453,0.788810413114661,0.210062452260451
"HAL US",-0.54523581717373,-0.590286532899915,-0.493363528354591,-0.611867439385221
"HAR US",0.406126325421518,-0.101595560626667,-0.475751645753097,-0.406126325421518
"HAS US",0.357948800302593,0.755092131489245,0.21891236838247,-0.12057235587214
"HBAN US",0.907988722207334,0.967415641097461,-0.635019181663583,0.900637011860451
"HBI US",0.605679326909272,-0.366362413827822,-0.739172690869372,0.70719220071053
"HCBK US",NA,NA,NA,NA
"HCP US",0.87112794838302,0.754144145671157,-0.861040527511555,0.910644286446132
"HD US",0.816542250589311,0.022623064780746,0.82252343386359,0.657642892024515
"HES US",0.623083808569938,0.403200742689348,0.718843419188551,0.482585955199532
"HIG US",0.0850776935923332,0.365487021556906,-0.776698400478762,-0.542351011886724
"HII US",NA,0.867451077147297,0.721087180672201,0.832639755740568
"HOG US",-0.104788354714536,-0.0466318022737675,-0.158385805663695,0.279044856681242
"HOLX US",0.328975847479885,-0.965573418824355,NA,-0.973544854720736
"HON US",0.0429733682732731,0.176260649782003,-0.636783514465928,0.346946516644584
"HOT US",0.427133024015224,0.440404642958357,0.758156867427756,-0.402361473398448
"HP US",-0.344929291238901,-0.642713592845095,-0.429680444211667,-0.330967871420169
"HPE US",-0.686946848856854,-0.868398593878959,0.390375392543222,-0.76553544695719
"HPQ US",-0.0127958764028854,-0.529142534114252,0.39776070558969,-0.307122858812021
"HRB US",-0.500203743450164,0.411754249370025,-0.162471614522801,-0.617807729438741
"HRL US",-0.0925586585800984,-0.382417230861097,-0.295362171695944,-0.016586284447822
"HRS US",0.204242195931571,-0.201154093413108,0.160798780313611,0.254796345081751
"HSIC US",0.245443780092568,0.0230432638899753,0.381974915275555,0.075015710092766
"HSP US",NA,1,NA,NA
"HST US",0.402017767005108,0.00270413734489787,0.390994517006015,0.24620229549658
"HSY US",0.622765508616511,0.333666970770658,0.158272156233325,0.773862438128255
"HUM US",0.849837861361981,0.606696869625236,NA,0.859867525435316
"HWM US",NA,-1,-1,1
"IBM US",0.0201676138990092,0.515850498993561,0.711259065069189,-0.301452142343731
"ICE US",-0.222157110667005,-0.0688081094208787,-0.0420216712978053,-0.941096235860677
"IDXX US",NA,NA,NA,NA
"IEX US",NA,NA,NA,NA
"IFF US",-0.564394493379031,0.486902695387005,-0.202906433495381,-0.49411307323346
"ILMN US",0.740468615250588,0.531212698464092,0.647693282824198,0.749745288043969
"INFO US",NA,NA,NA,NA
"INTC US",0.394018370124195,0.584964720904275,-0.403794808755925,-0.699174107226841
"INTU US",0.610739766698717,0.397302223856414,0.466408230464812,-0.3533318547208
"IP US",-0.333234344922347,-0.187260991022992,0.290940038100999,-0.0727219775769503
"IPG US",0.902144365429053,0.274108376498185,0.925270147749208,0.923814412042513
"IQV US",NA,-0.11927909905558,NA,-0.0381868487130448
"IR US",0.578272702075662,-0.584083283367944,0.689739874982623,0.781689331857665
"ISRG US",-0.512759814721075,-0.479475103662789,-0.400971809980804,-0.36503838861637
"IT US",NA,NA,NA,NA
"ITW US",0.587667200866837,0.383912234169097,0.19935949243265,0.485002936525947
"IVZ US",-0.560555599804167,0.232388207703445,-0.587400392032607,0.310236982216511
"J US",NA,NA,NA,NA
"JBHT US",0.788550515934,0.421811023584718,0.804044845013036,0.807613286112381
"JCI US",0.792321932485266,-0.20635803599533,-0.00588792278746838,0.562722589261349
"JEC US",-0.821792539893789,-0.714130448457965,0.415182338974571,-0.442251002482615
"JKHY US",NA,1,1,NA
"JNJ US",0.322658807822703,-0.886311995642764,0.0475969877846467,0.897662302808362
"JNPR US",0.682850714649809,0.685538850064387,0.145903031152034,-0.0520721119971333
"JOY US",0.789865330519123,0.87783479582033,-0.789865330519123,NA
"JPM US",0.895426673518636,0.885762425209048,0.739882588366778,-0.211358771015477
"JWN US",-0.632756225108072,0.0430916459630012,-0.0343848558095501,0.515981157170793
"K US",0.336329425370549,-0.0638696810823126,0.46994652489622,0.284879135354438
"KEY US",0.616351418286071,0.322793832634414,0.202975568575997,0.506298872179058
"KEYS US",-0.0536828127095019,-0.428600573920533,-0.0536828127095019,-0.0929813591060615
"KIM US",0.5,-1,0.5,-0.5
"KLAC US",0.892996813335893,-0.484428334997727,0.0106969926278043,0.599636979719728
"KMB US",0.136010739373424,-0.475670196929447,-0.0902821437938899,0.554348649156754
"KMI US",0.170155699423131,0.257928322336851,-0.194924221704985,0.362631349781733
"KMX US",0.789178169238461,-0.293499945519914,-0.173267719604834,0.729373293590237
"KO US",0.784121658401668,0.127286286623113,0.735256465544115,0.827843840143552
"KORS US",0.774302633993177,0.526530520503848,0.614625322922781,0.616858942587941
"KR US",0.315197568503049,0.288597699754971,-0.558570929893365,0.328248336135617
"KRFT US",NA,NA,NA,NA
"KSS US",0.309935552394632,0.408830153949964,0.0576963320703335,0.590751222106091
"KSU US",-0.132289221828728,-0.133300990024704,-0.277693969365271,0.371760342397497
"L US",0.330819346500394,0.510547023481791,0.72489485381168,-0.699842314820673
"LB US",-0.821978002373958,-0.171106158903612,-0.841554162960438,0.378763990148538
"LDOS US",NA,1,NA,1
"LEG US",-0.0776477669472317,0.309109399438172,0.326871715663,-0.506332801668188
"LEN US",0.61310228170851,-0.593202399765458,0.554092505927386,0.280064656775718
"LH US",0.665466618749367,0.75915266540129,0.751339301611973,0.411411379882479
"LHX US",0.392858016667764,0.440155283549885,-0.392858016667764,0.392858016667764
"LIN US",0.677037053085323,0.902612897333521,0.677037053085323,NA
"LKQ US",NA,NA,NA,NA
"LLTC US",0.471331991438992,0.597873807974842,0.471331991438992,0.471331991438992
"LLY US",0.225108679855416,0.703168637148304,-0.520984765692924,0.605831710681465
"LM US",0.687017789035962,0.0962978121385622,-0.672030667566657,0.692722069644071
"LMT US",-0.327553016131684,0.217936203555696,-0.500553028572261,0.526174907092203
"LNC US",0.541091957692777,0.260100607399403,-0.232766164372026,0.785514078945776
"LNT US",NA,1,NA,NA
"LO US",0.897235446547271,-0.921107520573963,NA,0.897235446547271
"LOW US",0.815097159772875,0.236336179134919,0.962424301905153,0.656711537904275
"LRCX US",0.930201187815905,-0.256400901145803,-0.719197513184319,0.743426844439527
"LUK US",-0.120637475929144,-0.42982466978375,-0.00554898287587401,0.262988732175792
"LUV US",-0.140477391850959,-0.241733749497374,0.0775663542692039,0.600336834060462
"LVS US",-0.981980506061966,0.981980506061966,NA,-0.981980506061966
"LW US",-0.998442770921288,0.998442770921288,0.998442770921288,0.998442770921288
"LYB US",0.0492127041222383,-0.105088517309605,0.392374221111483,-0.0688953526927483
"LYV US",NA,-1,NA,1
"M US",-0.757267253491183,-0.346240867582234,-0.944201745999123,-0.499790797871951
"MA US",0.854979152239546,0.507166940606578,0.6757017172098,0.530509898757872
"MAA US",NA,-1,NA,NA
"MAC US",-0.153999220400916,0.243124831260898,0.248141392650683,-0.360181264599257
"MAR US",-0.821157488646955,0.123337914217998,-0.745358334967179,-0.780976050434481
"MAS US",0.752852214857078,0.24949642153803,-0.82222481659998,0.32100751292938
"MAT US",-0.48644621113427,0.143053029746336,-0.28423398715294,-0.500385721907722
"MCD US",0.189613136636277,-0.672236790053602,-0.608768411831527,0.756478112673467
"MCHP US",-0.159725964139333,-0.62526905123926,-0.187489944497093,0.299400020912451
"MCK US",0.723380361370375,0.605761707916285,-0.223212589906879,0.024991592510536
"MCO US",0.920775005251339,0.589806571773616,0.847136099884868,0.844725217619355
"MDLZ US",-0.24340855252689,-0.161550836312326,0.140370894045379,-0.109228511359
"MDT US",0.540442199638767,0.692807477678583,0.121986152035602,0.517070037798663
"MET US",0.935335325373915,0.215155652964523,0.42034305089878,0.0976163343798735
"META US",NA,NA,NA,NA
"MHFI US",0.5,0.225017580185205,-0.5,-0.5
"MHK US",0.597794801391592,-0.0600891760611007,0.149473569549855,0.458924782511231
"MJN US",-0.526745654366277,0.808286247127887,-0.526745654366277,-0.526745654366277
"MKC US",0.211060428739409,0.41125004481604,0.348375258309934,-0.260001268485282
"MKTX US",-0.98010526853425,-0.870441942710422,-0.707646529547948,-0.98010526853425
"MLM US",0.904692154916651,0.854963944009548,0.900368414892833,-0.349967201465255
"MMC US",-0.495695134126213,-0.381514306298947,NA,-0.149749188248022
"MMM US",-0.455691394968006,-0.149625029070051,-0.456061209719901,0.0859453750957148
"MNK US",0.892982860475723,0.621861225519275,0.874007029395477,0.521242214699322
"MNST US",-0.185314568401589,-0.0415398155840086,-0.243982876189886,-0.0995644682677072
"MO US",-0.320629115083488,-0.31631511362291,0.522181301981415,-0.00649067448859282
"MOH US",1,1,NA,1
